show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s5758,Movie,13TH,Ava DuVernay,,United States,7-Oct-16,2016,TV-MA,101 min,Documentaries,In this thought-provoking documentary_ scholars_ activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.
s5990,Movie,13TH: A Conversation with Oprah Winfrey & Ava DuVernay,,Oprah Winfrey_ Ava DuVernay,,26-Jan-17,2017,,37 min,Movies,Oprah Winfrey sits down with director Ava DuVernay to discuss her Oscar-nominated film_ historical cycles of oppression and the broken prison system.
s5991,Movie,14 Blades,Daniel Lee,Donnie Yen_ Zhao Wei_ Wu Chun_ Law Kar-Ying_ Kate Tsui_ Yuwu Qi_ Wu Ma_ Chen Kuan Tai_ Sammo Kam-Bo Hung_ Chen Zhi Hui_ Damian Lau_ Xiang Dong Xu,Hong Kong_ China_ Singapore,3-Apr-19,2010,R,113 min,Action & Adventure_ International Movies,In the age of the Ming Dynasty_ Quinglong is the best of the Jinyiwei_ an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor_ Quinglong is called to action but is quickly betrayed.
s5992,Movie,14 Cameras,Scott Hussion_ Seth Fuller,Neville Archambault_ Amber Midthunder_ Brytnee Ratledge_ Hank Rogerson_ Chelsea Edmundson_ John-Paul Howard_ Lora Martinez-Cunningham_ Brianne Moncrief,United States,27-Oct-18,2018,TV-MA,89 min,Horror Movies_ Thrillers,Upping the “13 Cameras” ante_ this sequel finds a family renting a vacation house that’s been customized to violate their privacy.
s4136,Movie,14 Minutes from Earth,Adam Davis_ Jerry Kolber_ Trey Nelson_ Erich Sturm,,United States,1-Feb-19,2016,TV-MA,84 min,Documentaries,A Google executive boldly attempts a death-defying mission to travel to space and free-fall back to Earth without a rocket.
s5993,Movie,16 Blocks,Richard Donner,Bruce Willis_ Mos Def_ David Morse_ Jenna Stern_ Cylk Cozart_ Casey Sander_ David Zayas_ Robert Racki_ Patrick Garrow_ Sasha Roiz,United States_ Germany,1-Nov-19,2006,PG-13,102 min,Action & Adventure,Tasked with escorting a prosecution witness to court_ an aging cop gears up for the 16-block trek – but they'll be lucky to make it there alive.
s5994,Movie,17 Again,Burr Steers,Zac Efron_ Leslie Mann_ Matthew Perry_ Thomas Lennon_ Michelle Trachtenberg_ Melora Hardin_ Sterling Knight_ Hunter Parrish_ Nicole Sullivan_ Allison Miller,United States,1-Jan-21,2009,PG-13,102 min,Comedies,"Nearing a midlife crisis_ thirty-something Mike wishes for a ""do-over"" – and that's exactly what he gets when he wakes up to find he's 17 again."
s2551,Movie,18 Presents,Francesco Amato,Vittoria Puccini_ Benedetta Porcaroli_ Edoardo Leo_ Sara Lazzaro_ Marco Messeri_ Betty Pedrazzi_ Alessandro Giallocosta_ Filippo Gili_ Giacomo Rosselli,Italy,8-May-20,2020,TV-MA,114 min,Dramas_ Independent Movies_ International Movies,A pregnant mother with terminal cancer leaves behind 18 sentimental gifts for her unborn daughter to receive every birthday until she reaches womanhood.
s5444,Movie,1898: Our Last Men in the Philippines,Salvador Calvo,Luis Tosar_ Javier Gutiérrez_ Álvaro Cervantes_ Karra Elejalde_ Carlos Hipólito_ Ricardo Gómez_ Patrick Criado_ Eduard Fernández_ Miguel Herrán_ Emilio Palacios,Spain,2-Jun-17,2016,R,130 min,Dramas_ International Movies,While Spain relinquishes its last colonies_ a battle-fatigued outpost engages in a long_ brutal and sometimes bizarre clash with Filipino insurgents.
s5995,Movie,1BR,David Marmor,Nicole Brydon Bloom_ Giles Matthey_ Taylor Nichols_ Alan Blumenfeld_ Celeste Sully_ Susan Davis_ Clayton Hoff_ Earnestine Phillips,United States,23-Aug-20,2019,TV-MA,90 min,Horror Movies_ Independent Movies_ Thrillers,Seeking her independence_ a young woman moves to Los Angeles and settles into a cozy apartment complex with a disturbing sense of community.
s5996,Movie,1st Summoning,Raymond Wood,Hayley Lovitt_ Teddy Cole_ Brook Todd_ Ace Harney_ Jason Macdonald,United States,26-Jul-19,2018,TV-MA,94 min,Horror Movies_ Independent Movies,Student filmmakers uncover occult rituals tied to an abandoned warehouse_ then gradually realize the horror is closer than they think.
s189,Movie,2 Alone in Paris,Ramzy Bedia_ Éric Judor,Ramzy Bedia_ Éric Judor_ Benoît Magimel_ Kristin Scott Thomas_ Élodie Bouchez_ Édouard Baer_ Fred Testot_ Omar Sy,France,28-Aug-21,2008,TV-MA,97 min,Comedies_ International Movies,A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him_ even when they're the last two men on Earth.
s775,Movie,2 Hearts,Lance Hool,Jacob Elordi_ Adan Canto_ Radha Mitchell_ Tiera Skovbye_ Kari Matchett_ Tahmoh Penikett,United States,2-Jun-21,2020,PG-13,101 min,Dramas_ Faith & Spirituality_ Romantic Movies,In parallel love stories_ the lives of college student Chris and wealthy businessman Jorge intersect in a profound twist of fate. Based on a true story.
s4713,Movie,2 States,Abhishek Varman,Alia Bhatt_ Arjun Kapoor_ Ronit Roy_ Amrita Singh_ Revathy_ Aru Krishansh Verma,India,4-Aug-18,2014,TV-PG,143 min,Comedies_ Dramas_ International Movies,Graduate students Krish and Ananya hope to win their parents' approval before they marry_ but the two families clash over their cultural differences.
s439,Movie,2 Weeks in Lagos,Kathryn Fasegha,Beverly Naya_ Mawuli Gavor_ Ajoke Silva_ Jide Kosoko_ Toyin Abraham_ Okey Uzoeshi_ Deyemi Okanlawon_ Shaffy Bello_ Tina Mba_ Efe Irele,,16-Jul-21,2020,TV-PG,107 min,Dramas_ International Movies_ Romantic Movies,A businessman returns home to Nigeria and falls in love with a friend's sister despite his family’s plan for him to marry a politician’s daughter.
s5997,Movie,20 Feet From Stardom,Morgan Neville,Darlene Love_ Merry Clayton_ Lisa Fischer_ Táta Vega_ Claudia Lennear_ Judith Hill_ Bruce Springsteen_ Mick Jagger_ Stevie Wonder_ Sting_ Bette Midler_ Cissy Houston_ Sheryl Crow_ Tata Vega,United States,22-Sep-18,2013,PG-13,91 min,Documentaries_ Music & Musicals,Winner of the 2014 Academy Award for Best Documentary Feature_ this film takes a look at the world of backup vocalists and the legends they support.
s5325,TV Show,20 Minutes,,Tuba Büyüküstün_ Ilker Aksum_ Bülent Emin Yarar_ İpek Bilgin_ Müjde Uzman_ Firat Çelik_ Ayten Uncuoglu_ Cihat Tamer,Turkey,15-Aug-17,2013,TV-MA,1 Season,Crime TV Shows_ International TV Shows_ TV Dramas,When his wife is convicted of murder_ a horrified family man races to prove her innocence while a dogged investigator sets out to uncover the truth.
s5998,Movie,2015 Dream Concert,,4Minute_ B1A4_ BtoB_ ELSIE_ EXID_ EXO_ Got7_ INFINITE_ KARA_ Shinee_ Sistar_ VIXX_ Nine Muses_ BTS_ Secret_ Topp Dogg,South Korea,28-Apr-17,2015,TV-PG,107 min,International Movies_ Music & Musicals,The world's biggest K-pop festival marked its 21st year in 2015_ with groups such as EXO_ 4Minute and SHINee electrifying the Seoul World Cup Stadium.
s5999,Movie,2036 Origin Unknown,Hasraf Dulull,Katee Sackhoff_ Ray Fearon_ Julie Cox_ Steven Cree_ David Tse_ Joe David Walters,United Kingdom,20-Dec-18,2018,TV-14,95 min,Sci-Fi & Fantasy,Working with an artificial intelligence to investigate the failure of a deadly Mars landing_ a mission controller makes an astonishing discovery.
s6000,Movie,20th Century Women,Mike Mills,Annette Bening_ Elle Fanning_ Greta Gerwig_ Lucas Jade Zumann_ Billy Crudup,United States,28-Jun-19,2016,R,119 min,Dramas_ Independent Movies,In 1979_ single bohemian mom Dorothea_ hoping to help her teen son find his place as a man_ asks two young women to share their lives with him.
s6001,Movie,21 & Over,Jon Lucas_ Scott Moore,Miles Teller_ Skylar Astin_ Justin Chon_ Sarah Wright_ Jonathan Keltz_ François Chau_ Russell Hodgkinson_ Daniel Booko_ Russell Mercado_ Josie Loren_ Dustin Ybarra,United States,16-Apr-19,2013,R,93 min,Comedies,Jeff's straight-and-narrow life changes abruptly when his buddies take him out for a birthday bash – the night before a crucial med school interview.
s2306,TV Show,21 Again,,Laura Morgan,United Kingdom,1-Jul-20,2019,TV-MA,1 Season,British TV Shows_ Reality TV,In a social experiment_ a group of daughters sends their mothers_ disguised as 21-year-olds_ into the world to experience life as a member of Gen Z.
s6002,TV Show,21 Sarfarosh: Saragarhi 1897,,Luke Kenny_ Mohit Raina_ Mukul Dev,India,1-Dec-18,2018,TV-14,1 Season,International TV Shows_ TV Dramas,In one of history's greatest last stands_ a battalion of 21 Sikh soldiers fights to defend their outpost from attack by over 10_000 Afghans.
s5005,TV Show,21 Thunder,,Stephanie Bennett_ Emmanuel Kabongo_ RJ Fetherstonhaugh_ Andres Joseph_ Kevin Claydon_ Conrad Pla_ Clark Backo_ Ryan Pierce_ Eileen Li_ Susan Bain_ Cristina Rosato_ Jonathan Kim_ Colm Feore,Canada,1-Mar-18,2017,TV-MA,1 Season,Crime TV Shows_ International TV Shows_ TV Dramas,Players and coaches for a Montreal soccer team chase dreams of stardom while their personal lives erupt with love_ fear_ passion and violence.
s6003,Movie,2307: Winter's Dream,Joey Curtis,Paul Sidhu_ Arielle Holmes_ Branden Coles_ Kelcey Watson_ Anne-Solenne Hatte_ Brad Potts_ Timothy Lee DePriest_ Fernando Argosino_ Duchess Dukes_ Harwood Gordon_ Stormi Henley,United States,1-Mar-18,2016,TV-MA,101 min,Action & Adventure_ Independent Movies_ Sci-Fi & Fantasy,In the frozen tundra of a futuristic Arizona where humans have been forced underground_ a soldier hunts the bioengineered leader of a rebellion.
s6004,Movie,24 Hours to Live,Brian Smrz,Ethan Hawke_ Xu Qing_ Paul Anderson_ Rutger Hauer_ Tyrone Keogh_ Nathalie Boltt_ Liam Cunningham,South Africa_ China_ United States,7-Apr-18,2017,R,93 min,Action & Adventure,Revived by an experimental procedure_ a hit man gets to live an extra 24 hours – which he uses to avenge his dead wife and child and redeem himself.
s4557,Movie,25 Kille,Simranjit Singh Hundal,Guggu Gill_ Yograj Singh_ Sonia Mann_ Jimmy Sharma_ Sapna Bassi_ Lakha Lakhwinder Singh_ Sandeep Kaur Sandy_ Sardar Sohi,India,1-Oct-18,2016,TV-14,140 min,Action & Adventure_ Dramas_ International Movies,Four brothers learn that they have inherited ancestral land_ but must fight to claim it when a greedy feudal lord threatens to take it over.
s5236,Movie,26 Years,Geun-hyun Cho,Goo Jin_ Hye-jin Han_ Soo-bin Bae_ Seul-ong Im_ Kyeong-yeong Lee_ Gwang Jang_ Deok-jae Jo_ Eui-sung Kim_ Seok-Hwan An_ Bok-gi Min,South Korea,1-Oct-17,2012,TV-MA,135 min,Dramas_ International Movies_ Thrillers,Twenty-six years after the 1980 massacre at Gwangju_ South Korea_ three relatives of the victims come together to avenge the infamous orchestrator.
s6005,Movie,27_ el club de los malditos,Nicanor Loreti,Diego Capusotto_ Sofía Gala_ Daniel Aráoz_ Willy Toledo_ El Polaco_ Paula Manzone_ Yayo Guridi_ Guillermo Toledo,Argentina,1-May-18,2018,TV-MA,82 min,Action & Adventure_ Comedies_ International Movies,After a musician dies under suspicious circumstances_ a hard-drinking detective and a music fan investigate why rock stars often die at the age of 27.
s6006,Movie,27: Gone Too Soon,Simon Napier-Bell,Janis Joplin_ Jimi Hendrix_ Amy Winehouse_ Jim Morrison_ Kurt Cobain,United Kingdom,1-May-18,2017,TV-MA,70 min,Documentaries,Explore the circumstances surrounding the tragic deaths at 27 of Jimi Hendrix_ Jim Morrison_ Brian Jones_ Janis Joplin_ Kurt Cobain and Amy Winehouse.
s6007,Movie,28 Days,Betty Thomas,Sandra Bullock_ Viggo Mortensen_ Dominic West_ Diane Ladd_ Elizabeth Perkins_ Steve Buscemi_ Alan Tudyk_ Mike O'Malley_ Azura Skye_ Reni Santoni_ Marianne Jean-Baptiste,United States,30-Sep-20,2000,PG-13,104 min,Comedies_ Dramas,After her drunken antics result in property damage_ an alcoholic journalist enters rehab – and soon meets a fellow resident who changes her outlook.
s5434,TV Show,28 Moons,,Jin-sung Yang_ Kyu-jong Kim_ Tae-hwan Kang_ Geummi,South Korea,10-Jun-17,2016,TV-PG,1 Season,International TV Shows_ Korean TV Shows_ Romantic TV Shows,When her fiancé acts strangely upon receiving a mysterious invitation_ a florist sets out to find out the truth behind the tiny scrap of paper.
s1609,Movie,3 Days to Kill,McG,Kevin Costner_ Amber Heard_ Hailee Steinfeld_ Connie Nielsen_ Tómas Lemarquis_ Richard Sammel_ Marc Andréoni_ Bruno Ricci_ Jonas Bloquet_ Eriq Ebouaney,United States_ France_ Serbia,1-Dec-20,2014,PG-13,117 min,Action & Adventure,A terminally ill secret agent accepts a risky mission in exchange for an experimental drug that might save him – if he can survive its side effects.
s6008,Movie,3 Deewarein,Nagesh Kukunoor,Naseeruddin Shah_ Jackie Shroff_ Juhi Chawla_ Nagesh Kukunoor_ Gulshan Grover_ Aditya Lakhia_ Shri Vallabh Vyas,,31-Dec-19,2003,TV-MA,121 min,Dramas_ International Movies_ Thrillers,A reporter interviews three convicts on death row for a documentary but as their stories emerge_ so do her own true motivations for soliciting them.
s6009,Movie,3 Generations,Gaby Dellal,Elle Fanning_ Naomi Watts_ Susan Sarandon_ Tate Donovan_ Linda Emond_ Jordan Carlos_ Sam Trammell_ Maria Dizzia_ Tessa Albertson,United States,28-Aug-17,2015,PG-13,92 min,Dramas_ LGBTQ Movies,When teenage Ray begins transitioning from female to male_ his single mom and grandmother must cope with the change while tracking down his father.
s6010,Movie,3 Heroines,Iman Brotoseno,Reza Rahadian_ Bunga Citra Lestari_ Tara Basro_ Chelsea Islan,Indonesia,5-Jan-19,2016,TV-PG,124 min,Dramas_ International Movies_ Sports Movies,Three Indonesian women break records by becoming the first of their nation to medal in archery at the Seoul Olympics in the summer of 1988.
s1115,Movie,3 Idiots,Rajkumar Hirani,Aamir Khan_ Kareena Kapoor_ Madhavan_ Sharman Joshi_ Omi Vaidya_ Boman Irani_ Mona Singh_ Javed Jaffrey,India,1-Apr-21,2009,PG-13,164 min,Comedies_ Dramas_ International Movies,While attending one of India's premier colleges_ three miserable engineering students and best friends struggle to beat the school's draconian system.
s6011,Movie,3 Seconds Divorce,Shazia Javed,,Canada,15-Jun-19,2018,TV-PG,53 min,Documentaries_ Faith & Spirituality,A Muslim women's activist group in India protests against oral divorces_ starting a movement to reclaim their religious and constitutional rights.
s5665,Movie,3 Türken & ein Baby,Sinan Akkuş,Kostja Ullmann_ Eko Fresh_ Kida Khodr Ramadan_ Sabrina Klüber_ Sami Nasser_ Kayla Rybicka_ Jytte-Merle Böhrnsen_ Emrah Erdogru_ Tim Grothe_ Hülya Duyar,Germany,15-Dec-16,2015,TV-MA,93 min,Comedies_ International Movies,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.
s6012,Movie,30 Days of Luxury,Hani Hamdi,Taher Farouz_ Sad Al-Saghir_ Ahmad Faloks_ Soleiman Eid_ Mahmood El-Laithi_ Hesham Ismail_ Shaima Saif_ Nermin Maher_ Sofinar,Egypt,18-Apr-19,2016,TV-14,91 min,Comedies_ International Movies,With the help of his friends_ a man breaks out of prison in hopes of restoring a lively nightclub.
s6013,Movie,30 Minutes or Less,Ruben Fleischer,Jesse Eisenberg_ Danny McBride_ Aziz Ansari_ Nick Swardson_ Dilshad Vadsaria_ Michael Peña_ Bianca Kajlich_ Fred Ward,United States,1-Jan-21,2011,R,83 min,Action & Adventure_ Comedies,Two crooks planning a bank heist wind up abducting a pizza delivery driver and force him to commit the robbery — with a strict time limit.
s324,TV Show,30 Rock,,Tina Fey_ Alec Baldwin_ Tracy Morgan_ Jane Krakowski_ Jack McBrayer_ Scott Adsit_ Judah Friedlander_ Katrina Bowden_ Keith Powell_ Lonny Ross_ John Lutz_ Kevin Brown_ Grizz Chapman_ Maulik Pancholy,United States,1-Aug-21,2012,TV-14,7 Seasons,TV Comedies,Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.
s6014,Movie,300 Miles to Heaven,Maciej Dejczer,Krzysztof Stroiński_ Andrzej Mellin_ Adrianna Biedrzyńska_ Adrianna Biedrzyńska_ Rafał Zimowski_ Kama Kowalewska_ Wiesław Komasa_ Aleksander Bednarz_ Jadwiga Jankowska-Cieslak_ Wojciech Klata,Denmark_ France_ Poland,1-Oct-19,1989,TV-14,93 min,Dramas_ International Movies,Hoping to help their dissident parents_ two brothers sneak out of Poland and land as refugees in Denmark_ where they are prevented from returning home.
s2413,Movie,365 Days,Barbara Białowąs_ Tomasz Mandes,Anna-Maria Sieklucka_ Michele Morrone_ Bronisław Wrocławski_ Otar Saralidze_ Magdalena Lamparska_ Natasza Urbańska_ Grażyna Szapołowska_ Tomasz Stockinger_ Gianni Parisi_ Mateusz Łasowski,Poland,7-Jun-20,2020,TV-MA,114 min,Dramas_ International Movies_ Romantic Movies,A fiery executive in a spiritless relationship falls victim to a dominant mafia boss_ who imprisons her and gives her one year to fall in love with him.
s2971,Movie,37 Seconds,Hikari,Mei Kayama_ Misuzu Kanno_ Shunsuke Daitoh_ Makiko Watanabe_ Yoshihiko Kumashino_ Minori Hagiwara_ Shohei Uno_ Yuka Itaya_ Kiyohiko Shibukawa_ Eita Okuno_ Haruka Imou_ Toshinori Omi,Japan,31-Jan-20,2020,TV-MA,116 min,Dramas_ International Movies,Trapped by society and familial obligations_ a young manga artist goes on an unconventional journey for sexual freedom and personal liberation.
s3668,TV Show,3Below: Tales of Arcadia,,Tatiana Maslany_ Diego Luna_ Nick Offerman_ Nick Frost_ Glenn Close_ Alon Aboutboul_ Hayley Atwell_ Darin De Paul_ Andy Garcia_ Cheryl Hines_ Tom Kenny_ Chris Obi_ Cole Sand_ Frank Welker_ Steven Yeun,United States,12-Jul-19,2019,TV-Y7,2 Seasons,Kids' TV_ TV Action & Adventure_ TV Sci-Fi & Fantasy,After crash-landing on Earth_ two royal teen aliens on the run struggle to blend in with humans as they evade intergalactic bounty hunters.
s1666,Movie,40 Sticks,Victor Gatonye,Robert Agengo_ Mwaura Bilal_ Andreo Kamau_ Cajetan Boy_ Arabron Nyyeneque_ Shiviske Shivisi_ Xavier Ywaya,Kenya,20-Nov-20,2019,TV-14,93 min,International Movies_ Thrillers,When their prison bus crashes in a forest on a rainy night_ a group of criminals finds themselves battling wild animals and a mysterious killer.
